"Municipality","Cases","Population","Year"
"Sigtuna",1,37793,2007
"Simrishamn",0,19306,2007
"Sjöbo",0,18015,2007
"Skara",0,18544,2007
"Skellefteå",1,72090,2007
"Skinnskatteberg",0,4686,2007
"Skurup",1,14788,2007
"Skövde",1,50197,2007
"Smedjebacken",0,10715,2007
"Sollefteå",0,20679,2007
"Sollentuna",1,61387,2007
"Solna",0,63318,2007
"Sorsele",0,2811,2007
"Sotenäs",0,9280,2007
"Staffanstorp",0,21208,2007
"Stenungsund",0,23389,2007
"Stockholm",15,795163,2007
"Storfors",0,4495,2007
"Storuman",0,6383,2007
"Strängnäs",0,31435,2007
"Strömstad",2,11558,2007
"Strömsund",0,12679,2007
"Sundbyberg",0,35078,2007
"Sundsvall",2,94575,2007
"Sunne",0,13566,2007
"Surahammar",0,10122,2007
"Svalöv",0,13143,2007
"Svedala",1,19149,2007
"Svenljunga",0,10431,2007
"Säffle",0,15868,2007
"Säter",0,11000,2007
"Sävsjö",0,10937,2007
"Söderhamn",0,26120,2007
"Söderköping",1,14020,2007
"Södertälje",1,83642,2007
"Sölvesborg",1,16821,2007
"Tanum",0,12246,2007
"Tibro",0,10611,2007
"Tidaholm",0,12651,2007
"Tierp",1,20068,2007
"Timrå",0,17884,2007
"Tingsryd",0,12600,2007
"Tjörn",0,14944,2007
"Tomelilla",3,12772,2007
"Torsby",0,12878,2007
"Torsås",0,7133,2007
"Tranemo",0,11750,2007
"Tranås",0,17920,2007
"Trelleborg",0,41019,2007
"Trollhättan",1,54300,2007
"Trosa",0,11038,2007
"Tyresö",0,42047,2007
"Täby",0,61633,2007
"Töreboda",0,9376,2007
"Uddevalla",3,50921,2007
"Ulricehamn",1,22542,2007
"Umeå",4,111771,2007
"Upplands-Bro",0,22221,2007
"Upplands Väsby",1,38055,2007
"Uppsala",4,187541,2007
"Uppvidinge",0,9484,2007
"Vadstena",0,7536,2007
"Vaggeryd",0,12939,2007
"Valdemarsvik",0,7949,2007
"Vallentuna",2,28382,2007
"Vansbro",0,6959,2007
"Vara",0,16008,2007
"Varberg",2,56114,2007
"Vaxholm",0,10600,2007
"Vellinge",0,32565,2007
"Vetlanda",0,26365,2007
"Vilhelmina",0,7220,2007
"Vimmerby",0,15608,2007
"Vindeln",0,5640,2007
"Vingåker",1,9082,2007
"Vårgårda",0,10988,2007
"Vänersborg",1,36939,2007
"Vännäs",0,8351,2007
"Värmdö",0,36870,2007
"Värnamo",0,32930,2007
"Västervik",2,36458,2007
"Västerås",6,133728,2007
"Växjö",2,79562,2007
"Ydre",0,3760,2007
"Ystad",0,27719,2007
"Åmål",0,12589,2007
"Ånge",0,10442,2007
"Åre",0,10127,2007
"Årjäng",0,9877,2007
"Åsele",0,3265,2007
"Åstorp",0,14233,2007
"Åtvidaberg",0,11658,2007
"Älmhult",0,15378,2007
"Älvdalen",0,7362,2007
"Älvkarleby",0,9095,2007
"Älvsbyn",0,8545,2007
"Ängelholm",1,38749,2007
"Öckerö",1,12256,2007
"Ödeshög",0,5371,2007
"Örebro",2,130429,2007
"Örkelljunga",0,9577,2007
"Örnsköldsvik",1,55284,2007
"Östersund",0,58686,2007
"Österåker",0,38286,2007
"Östhammar",0,21421,2007
"Östra Göinge",0,13828,2007
"Överkalix",0,3795,2007
"Övertorneå",0,5092,2007
"Ale",1,27323,2008
"Alingsås",0,37247,2008
"Alvesta",0,18775,2008
"Aneby",0,6523,2008
"Arboga",0,13301,2008
"Arjeplog",0,3146,2008
"Arvidsjaur",0,6665,2008
"Arvika",0,26176,2008
"Askersund",0,11386,2008
"Avesta",0,21937,2008
"Bengtsfors",0,9897,2008
"Berg",0,7533,2008
"Bjurholm",0,2516,2008
"Bjuv",0,14613,2008
"Boden",3,27535,2008
"Bollebygd",0,8232,2008
"Bollnäs",0,26189,2008
"Borgholm",0,10855,2008
"Borlänge",2,48185,2008
"Borås",1,101487,2008
"Botkyrka",3,80055,2008
"Boxholm",0,5260,2008
"Bromölla",0,12200,2008
"Bräcke",0,7009,2008
"Burlöv",0,16230,2008
"Båstad",0,14203,2008
"Dals-Ed",0,4788,2008
"Danderyd",0,30851,2008
"Degerfors",0,9839,2008
"Dorotea",0,2914,2008
"Eda",0,8653,2008
"Ekerö",0,24779,2008
"Eksjö",0,16312,2008
"Emmaboda",0,9331,2008
"Enköping",0,38978,2008
"Eskilstuna",3,94785,2008
"Eslöv",4,31123,2008
"Essunga",0,5625,2008
"Fagersta",2,12267,2008
"Falkenberg",0,40451,2008
"Falköping",2,31349,2008
"Falun",1,55297,2008
"Filipstad",0,10682,2008
"Finspång",1,20589,2008
"Flen",3,16133,2008
"Forshaga",0,11415,2008
"Färgelanda",0,6744,2008
"Gagnef",0,10107,2008
"Gislaved",0,29380,2008
"Gnesta",0,10179,2008
"Gnosjö",0,9658,2008
"Gotland",1,57004,2008
"Grums",1,9250,2008
"Grästorp",0,5851,2008
"Gullspång",0,5371,2008
"Gällivare",0,18703,2008
"Gävle",2,93509,2008
"Göteborg",30,500197,2008
"Götene",0,13085,2008
"Habo",0,10526,2008
"Hagfors",0,12804,2008
"Hallsberg",0,15256,2008
"Hallstahammar",0,15014,2008
"Halmstad",3,90241,2008
"Hammarö",0,14655,2008
"Haninge",1,74968,2008
"Haparanda",0,10173,2008
"Heby",0,13407,2008
"Hedemora",0,15259,2008
"Helsingborg",27,126754,2008
"Herrljunga",0,9280,2008
"Hjo",0,8809,2008
"Hofors",1,9896,2008
"Huddinge",0,94209,2008
"Hudiksvall",0,36905,2008
"Hultsfred",1,14046,2008
"Hylte",1,10273,2008
"Håbo",8,19225,2008
"Hällefors",0,7361,2008
"Härjedalen",0,10645,2008
"Härnösand",1,24716,2008
"Härryda",0,33580,2008
"Hässleholm",0,50006,2008
"Höganäs",0,24248,2008
"Högsby",0,5930,2008
"Hörby",2,14757,2008
"Höör",1,15039,2008
"Jokkmokk",1,5305,2008
"Järfälla",1,64355,2008
"Jönköping",4,125154,2008
"Kalix",0,17162,2008
"Kalmar",0,61693,2008
"Karlsborg",0,6790,2008
"Karlshamn",0,30959,2008
"Karlskoga",1,29872,2008
"Karlskrona",0,62804,2008
"Karlstad",4,83994,2008
"Katrineholm",2,32207,2008
"Kil",0,11674,2008
"Kinda",0,9885,2008
"Kiruna",0,23099,2008
"Klippan",3,16336,2008
"Knivsta",0,14259,2008
"Kramfors",0,19473,2008
"Kristianstad",1,77977,2008
"Kristinehamn",1,23958,2008
"Krokom",0,14324,2008
"Kumla",0,20157,2008
"Kungsbacka",3,72676,2008
"Kungsör",0,8170,2008
"Kungälv",3,40268,2008
"Kävlinge",1,28255,2008
"Köping",2,24740,2008
"Laholm",0,23258,2008
"Landskrona",3,40860,2008
"Laxå",0,5870,2008
"Lekeberg",0,7111,2008
"Leksand",0,15288,2008
"Lerum",0,38085,2008
"Lessebo",0,8085,2008
"Lidingö",0,43111,2008
"Lidköping",0,37922,2008
"Lilla Edet",1,12831,2008
"Lindesberg",2,23099,2008
"Linköping",2,141863,2008
"Ljungby",1,27430,2008
"Ljusdal",0,19133,2008
"Ljusnarsberg",0,5129,2008
"Lomma",0,20449,2008
"Ludvika",0,25522,2008
"Luleå",4,73406,2008
"Lund",8,107351,2008
"Lycksele",0,12477,2008
"Lysekil",0,14659,2008
"Malmö",23,286535,2008
"Malung-Sälen",0,10385,2008
"Malå",0,3369,2008
"Mariestad",0,23825,2008
"Mark",0,33807,2008
"Markaryd",0,9600,2008
"Mellerud",0,9442,2008
"Mjölby",0,25654,2008
"Mora",0,20153,2008
"Motala",3,41953,2008
"Mullsjö",0,7086,2008
"Munkedal",0,10245,2008
"Munkfors",0,3814,2008
"Mölndal",1,59812,2008
"Mönsterås",0,12956,2008
"Mörbylånga",0,13737,2008
"Nacka",1,85661,2008
"Nora",0,10375,2008
"Norberg",0,5749,2008
"Nordanstig",0,9736,2008
"Nordmaling",0,7276,2008
"Norrköping",8,128060,2008
"Norrtälje",2,55528,2008
"Norsjö",0,4363,2008
"Nybro",0,19557,2008
"Nykvarn",0,9035,2008
"Nyköping",1,50973,2008
"Nynäshamn",0,25499,2008
"Nässjö",2,29511,2008
"Ockelbo",0,6027,2008
"Olofström",0,13167,2008
"Orsa",0,6990,2008
"Orust",0,15327,2008
"Osby",0,12648,2008
"Oskarshamn",0,26309,2008
"Ovanåker",0,11647,2008
"Oxelösund",0,11170,2008
"Pajala",0,6429,2008
"Partille",1,33802,2008
"Perstorp",0,6972,2008
"Piteå",0,40902,2008
"Ragunda",0,5681,2008
"Robertsfors",0,6900,2008
"Ronneby",1,28489,2008
"Rättvik",0,10850,2008
"Sala",1,21365,2008
"Salem",0,15177,2008
"Sandviken",2,36879,2008
"Sigtuna",2,38372,2008
"Simrishamn",2,19356,2008
"Sjöbo",1,18093,2008
"Skara",1,18518,2008
"Skellefteå",1,71862,2008
"Skinnskatteberg",0,4622,2008
"Skurup",0,14784,2008
"Skövde",0,50610,2008
"Smedjebacken",0,10734,2008
"Sollefteå",0,20538,2008
"Sollentuna",1,62097,2008
"Solna",1,65289,2008
"Sorsele",0,2733,2008
"Sotenäs",0,9170,2008
"Staffanstorp",0,21667,2008
"Stenungsund",0,23657,2008
"Stockholm",11,810120,2008
"Storfors",0,4383,2008
"Storuman",0,6304,2008
"Strängnäs",0,31715,2008
"Strömstad",0,11607,2008
"Strömsund",1,12532,2008
"Sundbyberg",1,36079,2008
"Sundsvall",1,94955,2008
"Sunne",0,13473,2008
"Surahammar",0,10062,2008
"Svalöv",0,13184,2008
"Svedala",0,19390,2008
"Svenljunga",0,10313,2008
"Säffle",0,15784,2008
"Säter",1,10957,2008
"Sävsjö",0,10883,2008
"Söderhamn",0,25987,2008
"Söderköping",0,13959,2008
"Södertälje",4,84753,2008
"Sölvesborg",0,16840,2008
"Tanum",0,12271,2008
"Tibro",0,10662,2008
"Tidaholm",0,12693,2008
"Tierp",0,20153,2008
"Timrå",0,17980,2008
"Tingsryd",0,12502,2008
"Tjörn",0,14963,2008
"Tomelilla",0,12816,2008
"Torsby",0,12707,2008
"Torsås",0,7076,2008
"Tranemo",0,11721,2008
"Tranås",0,18066,2008
"Trelleborg",0,41558,2008
"Trollhättan",3,54487,2008
"Trosa",0,11362,2008
"Tyresö",0,42332,2008
"Täby",0,62266,2008
"Töreboda",0,9256,2008
"Uddevalla",0,51186,2008
"Ulricehamn",0,22706,2008
"Umeå",4,112728,2008
"Upplands-Bro",0,22682,2008
"Upplands Väsby",2,38248,2008
"Uppsala",8,190668,2008
"Uppvidinge",0,9347,2008
"Vadstena",0,7475,2008
"Vaggeryd",0,12981,2008
"Valdemarsvik",0,7852,2008
"Vallentuna",0,28954,2008
"Vansbro",0,6916,2008
"Vara",0,15868,2008
"Varberg",1,56673,2008
"Vaxholm",0,10747,2008
"Vellinge",0,32843,2008
"Vetlanda",0,26343,2008
"Vilhelmina",0,7220,2008
"Vimmerby",1,15551,2008
"Vindeln",0,5613,2008
"Vingåker",1,9000,2008
"Vårgårda",0,10976,2008
"Vänersborg",0,36991,2008
"Vännäs",0,8357,2008
"Värmdö",0,37376,2008
"Värnamo",0,32823,2008
"Västervik",0,36356,2008
"Västerås",6,134684,2008
"Växjö",6,81074,2008
"Ydre",0,3726,2008
"Ystad",1,27870,2008
"Åmål",0,12545,2008
"Ånge",0,10323,2008
"Åre",0,10259,2008
"Årjäng",1,9952,2008
"Åsele",0,3180,2008
"Åstorp",0,14533,2008
"Åtvidaberg",0,11543,2008
"Älmhult",0,15411,2008
"Älvdalen",0,7287,2008
"Älvkarleby",0,9064,2008
"Älvsbyn",0,8465,2008
"Ängelholm",1,38854,2008
"Öckerö",2,12250,2008
"Ödeshög",0,5350,2008
"Örebro",4,132277,2008
"Örkelljunga",0,9592,2008
"Örnsköldsvik",0,55387,2008
"Östersund",0,58914,2008
"Österåker",1,38720,2008
"Östhammar",0,21434,2008
"Östra Göinge",0,13662,2008
"Överkalix",0,3715,2008
"Övertorneå",0,4972,2008
"Ale",1,27394,2009
"Alingsås",0,37515,2009
"Alvesta",0,18757,2009
"Aneby",0,6446,2009
"Arboga",1,13302,2009
"Arjeplog",0,3143,2009
"Arvidsjaur",0,6622,2009
"Arvika",1,26100,2009
"Askersund",0,11307,2009
"Avesta",0,21762,2009
"Bengtsfors",0,9841,2009
"Berg",0,7447,2009
"Bjurholm",0,2500,2009
"Bjuv",3,14813,2009
"Boden",0,27408,2009
"Bollebygd",0,8253,2009
"Bollnäs",0,26175,2009
"Borgholm",0,10806,2009
"Borlänge",1,48681,2009
"Borås",2,102458,2009
"Botkyrka",0,81195,2009
"Boxholm",0,5248,2009
"Bromölla",0,12285,2009
"Bräcke",0,6865,2009
"Burlöv",1,16509,2009
"Båstad",0,14269,2009
"Dals-Ed",0,4729,2009
"Danderyd",0,31150,2009
"Degerfors",0,9709,2009
"Dorotea",0,2900,2009
"Eda",0,8577,2009
"Ekerö",0,25095,2009
"Eksjö",0,16353,2009
"Emmaboda",0,9223,2009
"Enköping",4,39360,2009
"Eskilstuna",7,95577,2009
"Eslöv",2,31269,2009
"Essunga",0,5601,2009
"Fagersta",1,12249,2009
"Falkenberg",2,40739,2009
"Falköping",0,31419,2009
"Falun",0,55685,2009
"Filipstad",0,10626,2009
"Finspång",0,20733,2009
"Flen",3,16139,2009
"Forshaga",0,11401,2009
"Färgelanda",0,6691,2009
"Gagnef",0,10071,2009
"Gislaved",0,29212,2009
"Gnesta",0,10318,2009
"Gnosjö",0,9536,2009
"Gotland",4,57221,2009
"Grums",0,9142,2009
"Grästorp",0,5857,2009
"Gullspång",0,5335,2009
"Gällivare",1,18533,2009
"Gävle",4,94352,2009
"Göteborg",22,507330,2009
"Götene",0,13186,2009
"Habo",0,10674,2009
"Hagfors",0,12636,2009
"Hallsberg",0,15235,2009
"Hallstahammar",0,15127,2009
"Halmstad",2,91087,2009
"Hammarö",0,14833,2009
"Haninge",0,76237,2009
"Haparanda",0,10112,2009
"Heby",0,13355,2009
"Hedemora",0,15195,2009
"Helsingborg",19,128359,2009
"Herrljunga",0,9348,2009
"Hjo",0,8859,2009
"Hofors",0,9873,2009
"Huddinge",1,95798,2009
"Hudiksvall",0,36848,2009
"Hultsfred",0,13855,2009
"Hylte",0,10277,2009
"Håbo",1,19452,2009
"Hällefors",0,7333,2009
"Härjedalen",0,10585,2009
"Härnösand",0,24675,2009
"Härryda",0,34007,2009
"Hässleholm",2,50036,2009
"Höganäs",0,24480,2009
"Högsby",0,5873,2009
"Hörby",0,14762,2009
"Höör",0,15261,2009
"Jokkmokk",0,5210,2009
"Järfälla",2,65295,2009
"Jönköping",1,126331,2009
"Kalix",0,16926,2009
"Kalmar",1,62388,2009
"Karlsborg",0,6784,2009
"Karlshamn",0,30918,2009
"Karlskoga",1,29742,2009
"Karlskrona",2,63342,2009
"Karlstad",1,84736,2009
"Katrineholm",0,32303,2009
"Kil",0,11717,2009
"Kinda",1,9811,2009
"Kiruna",0,22969,2009
"Klippan",3,16382,2009
"Knivsta",0,14477,2009
"Kramfors",0,19214,2009
"Kristianstad",0,78788,2009
"Kristinehamn",0,23963,2009
"Krokom",1,14460,2009
"Kumla",2,20214,2009
"Kungsbacka",0,73938,2009
"Kungsör",0,8116,2009
"Kungälv",4,40727,2009
"Kävlinge",0,28638,2009
"Köping",1,24847,2009
"Laholm",0,23345,2009
"Landskrona",1,41226,2009
"Laxå",0,5786,2009
"Lekeberg",0,7123,2009
"Leksand",0,15303,2009
"Lerum",0,38301,2009
"Lessebo",0,8165,2009
"Lidingö",0,43445,2009
"Lidköping",0,37989,2009
"Lilla Edet",0,12773,2009
"Lindesberg",1,23029,2009
"Linköping",4,144690,2009
"Ljungby",0,27410,2009
"Ljusdal",0,19077,2009
"Ljusnarsberg",0,5055,2009
"Lomma",0,21065,2009
"Ludvika",0,25650,2009
"Luleå",1,73950,2009
"Lund",1,109147,2009
"Lycksele",0,12427,2009
"Lysekil",0,14535,2009
"Malmö",24,293909,2009
"Malung-Sälen",0,10408,2009
"Malå",0,3295,2009
"Mariestad",0,23799,2009
"Mark",0,33821,2009
"Markaryd",0,9559,2009
"Mellerud",0,9261,2009
"Mjölby",0,25770,2009
"Mora",0,20146,2009
"Motala",0,41843,2009
"Mullsjö",0,7027,2009
"Munkedal",0,10246,2009
"Munkfors",0,3793,2009
"Mölndal",0,60381,2009
"Mönsterås",0,12980,2009
"Mörbylånga",0,13834,2009
"Nacka",0,88085,2009
"Nora",2,10343,2009
"Norberg",0,5730,2009
"Nordanstig",0,9646,2009
"Nordmaling",0,7205,2009
"Norrköping",3,129254,2009
"Norrtälje",3,55927,2009
"Norsjö",0,4361,2009
"Nybro",0,19576,2009
"Nykvarn",0,9227,2009
"Nyköping",1,51209,2009
"Nynäshamn",1,25781,2009
"Nässjö",0,29489,2009
"Ockelbo",0,5982,2009
"Olofström",1,13102,2009
"Orsa",0,6934,2009
"Orust",0,15308,2009
"Osby",0,12656,2009
"Oskarshamn",1,26232,2009
"Ovanåker",0,11530,2009
"Oxelösund",0,11126,2009
"Pajala",0,6309,2009
"Partille",1,34382,2009
"Perstorp",0,6983,2009
"Piteå",0,40860,2009
"Ragunda",0,5609,2009
"Robertsfors",0,6880,2009
"Ronneby",2,28416,2009
"Rättvik",0,10797,2009
"Sala",0,21499,2009
"Salem",0,15313,2009
"Sandviken",1,36978,2009
"Sigtuna",2,39219,2009
"Simrishamn",0,19328,2009
"Sjöbo",0,18153,2009
"Skara",0,18455,2009
"Skellefteå",0,71770,2009
"Skinnskatteberg",0,4567,2009
"Skurup",0,14867,2009
"Skövde",0,50984,2009
"Smedjebacken",0,10758,2009
"Sollefteå",0,20442,2009
"Sollentuna",1,63347,2009
"Solna",1,66909,2009
"Sorsele",0,2743,2009
"Sotenäs",0,9112,2009
"Staffanstorp",1,21949,2009
"Stenungsund",0,23983,2009
"Stockholm",8,829417,2009
"Storfors",0,4363,2009
"Storuman",0,6227,2009
"Strängnäs",3,32024,2009
"Strömstad",1,11690,2009
"Strömsund",0,12286,2009
"Sundbyberg",0,37722,2009
"Sundsvall",2,95533,2009
"Sunne",0,13345,2009
"Surahammar",0,9980,2009
"Svalöv",0,13290,2009
"Svedala",3,19625,2009
"Svenljunga",0,10291,2009
"Säffle",0,15602,2009
"Säter",0,10900,2009
"Sävsjö",0,10871,2009
"Söderhamn",2,25759,2009
"Söderköping",0,14042,2009
"Södertälje",1,85270,2009
"Sölvesborg",0,16813,2009
"Tanum",0,12253,2009
"Tibro",0,10611,2009
"Tidaholm",0,12632,2009
"Tierp",0,20044,2009
"Timrå",0,17902,2009
"Tingsryd",0,12358,2009
"Tjörn",0,14961,2009
"Tomelilla",0,12936,2009
"Torsby",0,12508,2009
"Torsås",0,7044,2009
"Tranemo",0,11622,2009
"Tranås",0,18043,2009
"Trelleborg",2,41891,2009
"Trollhättan",7,54873,2009
"Trosa",0,11446,2009
"Tyresö",0,42602,2009
"Täby",0,63014,2009
"Töreboda",0,9255,2009
"Uddevalla",0,51518,2009
"Ulricehamn",1,22753,2009
"Umeå",4,114075,2009
"Upplands-Bro",0,23202,2009
"Upplands Väsby",0,38641,2009
"Uppsala",10,194751,2009
"Uppvidinge",0,9320,2009
"Vadstena",0,7420,2009
"Vaggeryd",0,12959,2009
"Valdemarsvik",0,7811,2009
"Vallentuna",0,29361,2009
"Vansbro",0,6876,2009
"Vara",0,15771,2009
"Varberg",1,57439,2009
"Vaxholm",0,11001,2009
"Vellinge",0,33162,2009
"Vetlanda",1,26350,2009
"Vilhelmina",0,7156,2009
"Vimmerby",0,15538,2009
"Vindeln",0,5519,2009
"Vingåker",0,8911,2009
"Vårgårda",0,10967,2009
"Vänersborg",5,36871,2009
"Vännäs",0,8357,2009
"Värmdö",0,37756,2009
"Värnamo",0,32753,2009
"Västervik",0,36290,2009
"Västerås",5,135936,2009
"Växjö",3,82023,2009
"Ydre",0,3672,2009
"Ystad",1,28109,2009
"Åmål",1,12434,2009
"Ånge",0,10148,2009
"Åre",0,10278,2009
"Årjäng",0,9915,2009
"Åsele",1,3133,2009
"Åstorp",0,14667,2009
"Åtvidaberg",0,11498,2009
"Älmhult",2,15570,2009
"Älvdalen",0,7288,2009
"Älvkarleby",0,9068,2009
"Älvsbyn",1,8387,2009
"Ängelholm",0,39083,2009
"Öckerö",0,12292,2009
"Ödeshög",0,5314,2009
"Örebro",2,134006,2009
"Örkelljunga",0,9639,2009
"Örnsköldsvik",0,55128,2009
"Östersund",0,59136,2009
"Österåker",0,39173,2009
"Östhammar",0,21391,2009
"Östra Göinge",0,13526,2009
"Överkalix",0,3670,2009
"Övertorneå",0,4920,2009
"Ale",0,27442,2010
"Alingsås",1,37796,2010
"Alvesta",1,18802,2010
"Aneby",0,6393,2010
"Arboga",0,13285,2010
"Arjeplog",0,3161,2010
"Arvidsjaur",0,6529,2010
"Arvika",1,26034,2010
"Askersund",0,11278,2010
"Avesta",0,21583,2010
"Bengtsfors",0,9791,2010
"Berg",0,7352,2010
"Bjurholm",0,2460,2010
"Bjuv",0,14841,2010
"Boden",5,27471,2010
"Bollebygd",0,8375,2010
"Bollnäs",0,26248,2010
"Borgholm",0,10676,2010
"Borlänge",1,49251,2010
"Borås",4,103294,2010
"Botkyrka",0,82608,2010
"Boxholm",0,5221,2010
"Bromölla",0,12272,2010
"Bräcke",0,6885,2010
"Burlöv",0,16701,2010
"Båstad",0,14278,2010
"Dals-Ed",0,4692,2010
"Danderyd",0,31330,2010
"Degerfors",1,9641,2010
"Dorotea",0,2878,2010
"Eda",1,8524,2010
"Ekerö",0,25410,2010
"Eksjö",0,16244,2010
"Emmaboda",0,9187,2010
"Enköping",0,39759,2010
"Eskilstuna",2,96311,2010
"Eslöv",0,31587,2010
"Essunga",0,5564,2010
"Fagersta",0,12443,2010
"Falkenberg",1,41008,2010
"Falköping",0,31513,2010
"Falun",2,56044,2010
"Filipstad",0,10562,2010
"Finspång",1,20747,2010
"Flen",1,16028,2010
"Forshaga",0,11266,2010
"Färgelanda",0,6654,2010
"Gagnef",0,10097,2010
"Gislaved",1,29111,2010
"Gnesta",3,10360,2010
"Gnosjö",1,9546,2010
"Gotland",0,57269,2010
"Grums",0,9091,2010
"Grästorp",0,5776,2010
"Gullspång",0,5291,2010
"Gällivare",0,18425,2010
"Gävle",1,95055,2010
"Göteborg",22,513751,2010
"Götene",0,13223,2010
"Habo",0,10741,2010
"Hagfors",0,12480,2010
"Hallsberg",0,15275,2010
"Hallstahammar",0,15175,2010
"Halmstad",5,91800,2010
"Hammarö",0,14926,2010
"Haninge",1,77054,2010
"Haparanda",0,10059,2010
"Heby",0,13382,2010
"Hedemora",0,15164,2010
"Helsingborg",19,129177,2010
"Herrljunga",0,9314,2010
"Hjo",0,8841,2010
"Hofors",0,9741,2010
"Huddinge",0,97453,2010
"Hudiksvall",1,36849,2010
"Hultsfred",0,13696,2010
"Hylte",0,10177,2010
"Håbo",1,19629,2010
"Hällefors",0,7220,2010
"Härjedalen",0,10454,2010
"Härnösand",1,24611,2010
"Härryda",0,34463,2010
"Hässleholm",1,50107,2010
"Höganäs",1,24637,2010
"Högsby",0,5777,2010
"Hörby",0,14840,2010
"Höör",0,15460,2010
"Jokkmokk",0,5170,2010
"Järfälla",0,66211,2010
"Jönköping",3,127382,2010
"Kalix",0,16740,2010
"Kalmar",0,62815,2010
"Karlsborg",0,6752,2010
"Karlshamn",0,31143,2010
"Karlskoga",0,29668,2010
"Karlskrona",1,64032,2010
"Karlstad",2,85753,2010
"Katrineholm",1,32428,2010
"Kil",1,11706,2010
"Kinda",1,9762,2010
"Kiruna",0,22944,2010
"Klippan",0,16515,2010
"Knivsta",0,14724,2010
"Kramfors",0,18911,2010
"Kristianstad",0,79543,2010
"Kristinehamn",0,23808,2010
"Krokom",0,14535,2010
"Kumla",0,20456,2010
"Kungsbacka",0,75025,2010
"Kungsör",0,8089,2010
"Kungälv",0,41241,2010
"Kävlinge",0,29013,2010
"Köping",0,24905,2010
"Laholm",1,23390,2010
"Landskrona",6,41724,2010
"Laxå",0,5686,2010
"Lekeberg",0,7134,2010
"Leksand",0,15289,2010
"Lerum",1,38580,2010
"Lessebo",0,8139,2010
"Lidingö",1,44017,2010
"Lidköping",0,38048,2010
"Lilla Edet",0,12578,2010
"Lindesberg",0,23034,2010
"Linköping",1,146416,2010
"Ljungby",0,27297,2010
"Ljusdal",0,19065,2010
"Ljusnarsberg",0,4931,2010
"Lomma",0,21559,2010
"Ludvika",0,25810,2010
"Luleå",3,74178,2010
"Lund",5,110488,2010
"Lycksele",0,12376,2010
"Lysekil",0,14521,2010
"Malmö",7,298963,2010
"Malung-Sälen",0,10356,2010
"Malå",0,3274,2010
"Mariestad",0,23741,2010
"Mark",0,33845,2010
"Markaryd",0,9619,2010
"Mellerud",0,9179,2010
"Mjölby",0,25856,2010
"Mora",0,20153,2010
"Motala",3,41955,2010
"Mullsjö",0,7033,2010
"Munkedal",0,10181,2010
"Munkfors",0,3771,2010
"Mölndal",0,60973,2010
"Mönsterås",0,12909,2010
"Mörbylånga",0,14021,2010
"Nacka",0,90108,2010
"Nora",1,10447,2010
"Norberg",0,5723,2010
"Nordanstig",1,9611,2010
"Nordmaling",0,7098,2010
"Norrköping",6,130050,2010
"Norrtälje",0,56080,2010
"Norsjö",0,4304,2010
"Nybro",0,19651,2010
"Nykvarn",0,9331,2010
"Nyköping",1,51644,2010
"Nynäshamn",0,26032,2010
"Nässjö",0,29339,2010
"Ockelbo",0,5936,2010
"Olofström",0,12988,2010
"Orsa",0,6922,2010
"Orust",0,15221,2010
"Osby",0,12724,2010
"Oskarshamn",0,26163,2010
"Ovanåker",0,11440,2010
"Oxelösund",0,11193,2010
"Pajala",0,6282,2010
"Partille",1,35084,2010
"Perstorp",0,7061,2010
"Piteå",0,40892,2010
"Ragunda",0,5590,2010
"Robertsfors",0,6831,2010
"Ronneby",0,28254,2010
"Rättvik",0,10811,2010
"Sala",0,21535,2010
"Salem",0,15391,2010
"Sandviken",0,36916,2010
"Sigtuna",3,39990,2010
"Simrishamn",1,19297,2010
"Sjöbo",0,18112,2010
"Skara",0,18314,2010
"Skellefteå",1,71641,2010
"Skinnskatteberg",1,4445,2010
"Skurup",0,14981,2010
"Skövde",0,51402,2010
"Smedjebacken",0,10715,2010
"Sollefteå",0,20255,2010
"Sollentuna",0,64630,2010
"Solna",1,68144,2010
"Sorsele",0,2736,2010
"Sotenäs",0,9052,2010
"Staffanstorp",0,22259,2010
"Stenungsund",0,24292,2010
"Stockholm",5,847073,2010
"Storfors",0,4273,2010
"Storuman",0,6120,2010
"Strängnäs",1,32419,2010
"Strömstad",1,11808,2010
"Strömsund",0,12185,2010
"Sundbyberg",0,38633,2010
"Sundsvall",1,95732,2010
"Sunne",0,13255,2010
"Surahammar",0,9949,2010
"Svalöv",1,13242,2010
"Svedala",0,19822,2010
"Svenljunga",2,10288,2010
"Säffle",0,15547,2010
"Säter",0,10840,2010
"Sävsjö",1,10830,2010
"Söderhamn",0,25647,2010
"Söderköping",0,14024,2010
"Södertälje",0,86246,2010
"Sölvesborg",0,16810,2010
"Tanum",0,12370,2010
"Tibro",0,10560,2010
"Tidaholm",0,12572,2010
"Tierp",0,20125,2010
"Timrå",0,17990,2010
"Tingsryd",0,12231,2010
"Tjörn",0,14955,2010
"Tomelilla",0,12914,2010
"Torsby",0,12414,2010
"Torsås",0,6962,2010
"Tranemo",1,11587,2010
"Tranås",0,18119,2010
"Trelleborg",0,42219,2010
"Trollhättan",2,55248,2010
"Trosa",0,11462,2010
"Tyresö",0,42947,2010
"Täby",0,63789,2010
"Töreboda",0,9113,2010
"Uddevalla",1,51868,2010
"Ulricehamn",1,22838,2010
"Umeå",1,115473,2010
"Upplands-Bro",0,23676,2010
