"Municipality" "Cases" "Population" "Year"
"2837" "Trosa" 0 11038 2007
"2838" "Tyresö" 0 42047 2007
"2839" "Täby" 0 61633 2007
"2840" "Töreboda" 0 9376 2007
"2841" "Uddevalla" 3 50921 2007
"2842" "Ulricehamn" 1 22542 2007
"2843" "Umeå" 4 111771 2007
"2844" "Upplands-Bro" 0 22221 2007
"2845" "Upplands Väsby" 1 38055 2007
"2846" "Uppsala" 4 187541 2007
"2847" "Uppvidinge" 0 9484 2007
"2848" "Vadstena" 0 7536 2007
"2849" "Vaggeryd" 0 12939 2007
"2850" "Valdemarsvik" 0 7949 2007
"2851" "Vallentuna" 2 28382 2007
"2852" "Vansbro" 0 6959 2007
"2853" "Vara" 0 16008 2007
"2854" "Varberg" 2 56114 2007
"2855" "Vaxholm" 0 10600 2007
"2856" "Vellinge" 0 32565 2007
"2857" "Vetlanda" 0 26365 2007
"2858" "Vilhelmina" 0 7220 2007
"2859" "Vimmerby" 0 15608 2007
"2860" "Vindeln" 0 5640 2007
"2861" "Vingåker" 1 9082 2007
"2862" "Vårgårda" 0 10988 2007
"2863" "Vänersborg" 1 36939 2007
"2864" "Vännäs" 0 8351 2007
"2865" "Värmdö" 0 36870 2007
"2866" "Värnamo" 0 32930 2007
"2867" "Västervik" 2 36458 2007
"2868" "Västerås" 6 133728 2007
"2869" "Växjö" 2 79562 2007
"2870" "Ydre" 0 3760 2007
"2871" "Ystad" 0 27719 2007
"2872" "Åmål" 0 12589 2007
"2873" "Ånge" 0 10442 2007
"2874" "Åre" 0 10127 2007
"2875" "Årjäng" 0 9877 2007
"2876" "Åsele" 0 3265 2007
"2877" "Åstorp" 0 14233 2007
"2878" "Åtvidaberg" 0 11658 2007
"2879" "Älmhult" 0 15378 2007
"2880" "Älvdalen" 0 7362 2007
"2881" "Älvkarleby" 0 9095 2007
"2882" "Älvsbyn" 0 8545 2007
"2883" "Ängelholm" 1 38749 2007
"2884" "Öckerö" 1 12256 2007
"2885" "Ödeshög" 0 5371 2007
"2886" "Örebro" 2 130429 2007
"2887" "Örkelljunga" 0 9577 2007
"2888" "Örnsköldsvik" 1 55284 2007
"2889" "Östersund" 0 58686 2007
"2890" "Österåker" 0 38286 2007
"2891" "Östhammar" 0 21421 2007
"2892" "Östra Göinge" 0 13828 2007
"2893" "Överkalix" 0 3795 2007
"2894" "Övertorneå" 0 5092 2007
"2895" "Ale" 1 27323 2008
"2896" "Alingsås" 0 37247 2008
"2897" "Alvesta" 0 18775 2008
"2898" "Aneby" 0 6523 2008
"2899" "Arboga" 0 13301 2008
"2900" "Arjeplog" 0 3146 2008
"2901" "Arvidsjaur" 0 6665 2008
"2902" "Arvika" 0 26176 2008
"2903" "Askersund" 0 11386 2008
"2904" "Avesta" 0 21937 2008
"2905" "Bengtsfors" 0 9897 2008
"2906" "Berg" 0 7533 2008
"2907" "Bjurholm" 0 2516 2008
"2908" "Bjuv" 0 14613 2008
"2909" "Boden" 3 27535 2008
"2910" "Bollebygd" 0 8232 2008
"2911" "Bollnäs" 0 26189 2008
"2912" "Borgholm" 0 10855 2008
"2913" "Borlänge" 2 48185 2008
"2914" "Borås" 1 101487 2008
"2915" "Botkyrka" 3 80055 2008
"2916" "Boxholm" 0 5260 2008
"2917" "Bromölla" 0 12200 2008
"2918" "Bräcke" 0 7009 2008
"2919" "Burlöv" 0 16230 2008
"2920" "Båstad" 0 14203 2008
"2921" "Dals-Ed" 0 4788 2008
"2922" "Danderyd" 0 30851 2008
"2923" "Degerfors" 0 9839 2008
"2924" "Dorotea" 0 2914 2008
"2925" "Eda" 0 8653 2008
"2926" "Ekerö" 0 24779 2008
"2927" "Eksjö" 0 16312 2008
"2928" "Emmaboda" 0 9331 2008
"2929" "Enköping" 0 38978 2008
"2930" "Eskilstuna" 3 94785 2008
"2931" "Eslöv" 4 31123 2008
"2932" "Essunga" 0 5625 2008
"2933" "Fagersta" 2 12267 2008
"2934" "Falkenberg" 0 40451 2008
"2935" "Falköping" 2 31349 2008
"2936" "Falun" 1 55297 2008
"2937" "Filipstad" 0 10682 2008
"2938" "Finspång" 1 20589 2008
"2939" "Flen" 3 16133 2008
"2940" "Forshaga" 0 11415 2008
"2941" "Färgelanda" 0 6744 2008
"2942" "Gagnef" 0 10107 2008
"2943" "Gislaved" 0 29380 2008
"2944" "Gnesta" 0 10179 2008
"2945" "Gnosjö" 0 9658 2008
"2946" "Gotland" 1 57004 2008
"2947" "Grums" 1 9250 2008
"2948" "Grästorp" 0 5851 2008
"2949" "Gullspång" 0 5371 2008
"2950" "Gällivare" 0 18703 2008
"2951" "Gävle" 2 93509 2008
"2952" "Göteborg" 30 500197 2008
"2953" "Götene" 0 13085 2008
"2954" "Habo" 0 10526 2008
"2955" "Hagfors" 0 12804 2008
"2956" "Hallsberg" 0 15256 2008
"2957" "Hallstahammar" 0 15014 2008
"2958" "Halmstad" 3 90241 2008
"2959" "Hammarö" 0 14655 2008
"2960" "Haninge" 1 74968 2008
"2961" "Haparanda" 0 10173 2008
"2962" "Heby" 0 13407 2008
"2963" "Hedemora" 0 15259 2008
"2964" "Helsingborg" 27 126754 2008
"2965" "Herrljunga" 0 9280 2008
"2966" "Hjo" 0 8809 2008
"2967" "Hofors" 1 9896 2008
"2968" "Huddinge" 0 94209 2008
"2969" "Hudiksvall" 0 36905 2008
"2970" "Hultsfred" 1 14046 2008
"2971" "Hylte" 1 10273 2008
"2972" "Håbo" 8 19225 2008
"2973" "Hällefors" 0 7361 2008
"2974" "Härjedalen" 0 10645 2008
"2975" "Härnösand" 1 24716 2008
"2976" "Härryda" 0 33580 2008
"2977" "Hässleholm" 0 50006 2008
"2978" "Höganäs" 0 24248 2008
"2979" "Högsby" 0 5930 2008
"2980" "Hörby" 2 14757 2008
"2981" "Höör" 1 15039 2008
"2982" "Jokkmokk" 1 5305 2008
"2983" "Järfälla" 1 64355 2008
"2984" "Jönköping" 4 125154 2008
"2985" "Kalix" 0 17162 2008
"2986" "Kalmar" 0 61693 2008
"2987" "Karlsborg" 0 6790 2008
"2988" "Karlshamn" 0 30959 2008
"2989" "Karlskoga" 1 29872 2008
"2990" "Karlskrona" 0 62804 2008
"2991" "Karlstad" 4 83994 2008
"2992" "Katrineholm" 2 32207 2008
"2993" "Kil" 0 11674 2008
"2994" "Kinda" 0 9885 2008
"2995" "Kiruna" 0 23099 2008
"2996" "Klippan" 3 16336 2008
"2997" "Knivsta" 0 14259 2008
"2998" "Kramfors" 0 19473 2008
"2999" "Kristianstad" 1 77977 2008
"3000" "Kristinehamn" 1 23958 2008
"3001" "Krokom" 0 14324 2008
"3002" "Kumla" 0 20157 2008
"3003" "Kungsbacka" 3 72676 2008
"3004" "Kungsör" 0 8170 2008
"3005" "Kungälv" 3 40268 2008
"3006" "Kävlinge" 1 28255 2008
"3007" "Köping" 2 24740 2008
"3008" "Laholm" 0 23258 2008
"3009" "Landskrona" 3 40860 2008
"3010" "Laxå" 0 5870 2008
"3011" "Lekeberg" 0 7111 2008
"3012" "Leksand" 0 15288 2008
"3013" "Lerum" 0 38085 2008
"3014" "Lessebo" 0 8085 2008
"3015" "Lidingö" 0 43111 2008
"3016" "Lidköping" 0 37922 2008
"3017" "Lilla Edet" 1 12831 2008
"3018" "Lindesberg" 2 23099 2008
"3019" "Linköping" 2 141863 2008
"3020" "Ljungby" 1 27430 2008
"3021" "Ljusdal" 0 19133 2008
"3022" "Ljusnarsberg" 0 5129 2008
"3023" "Lomma" 0 20449 2008
"3024" "Ludvika" 0 25522 2008
"3025" "Luleå" 4 73406 2008
"3026" "Lund" 8 107351 2008
"3027" "Lycksele" 0 12477 2008
"3028" "Lysekil" 0 14659 2008
"3029" "Malmö" 23 286535 2008
"3030" "Malung-Sälen" 0 10385 2008
"3031" "Malå" 0 3369 2008
"3032" "Mariestad" 0 23825 2008
"3033" "Mark" 0 33807 2008
"3034" "Markaryd" 0 9600 2008
"3035" "Mellerud" 0 9442 2008
"3036" "Mjölby" 0 25654 2008
"3037" "Mora" 0 20153 2008
"3038" "Motala" 3 41953 2008
"3039" "Mullsjö" 0 7086 2008
"3040" "Munkedal" 0 10245 2008
"3041" "Munkfors" 0 3814 2008
"3042" "Mölndal" 1 59812 2008
"3043" "Mönsterås" 0 12956 2008
"3044" "Mörbylånga" 0 13737 2008
"3045" "Nacka" 1 85661 2008
"3046" "Nora" 0 10375 2008
"3047" "Norberg" 0 5749 2008
"3048" "Nordanstig" 0 9736 2008
"3049" "Nordmaling" 0 7276 2008
"3050" "Norrköping" 8 128060 2008
"3051" "Norrtälje" 2 55528 2008
"3052" "Norsjö" 0 4363 2008
"3053" "Nybro" 0 19557 2008
"3054" "Nykvarn" 0 9035 2008
"3055" "Nyköping" 1 50973 2008
"3056" "Nynäshamn" 0 25499 2008
"3057" "Nässjö" 2 29511 2008
"3058" "Ockelbo" 0 6027 2008
"3059" "Olofström" 0 13167 2008
"3060" "Orsa" 0 6990 2008
"3061" "Orust" 0 15327 2008
"3062" "Osby" 0 12648 2008
"3063" "Oskarshamn" 0 26309 2008
"3064" "Ovanåker" 0 11647 2008
"3065" "Oxelösund" 0 11170 2008
"3066" "Pajala" 0 6429 2008
"3067" "Partille" 1 33802 2008
"3068" "Perstorp" 0 6972 2008
"3069" "Piteå" 0 40902 2008
"3070" "Ragunda" 0 5681 2008
"3071" "Robertsfors" 0 6900 2008
"3072" "Ronneby" 1 28489 2008
"3073" "Rättvik" 0 10850 2008
"3074" "Sala" 1 21365 2008
"3075" "Salem" 0 15177 2008
"3076" "Sandviken" 2 36879 2008
"3077" "Sigtuna" 2 38372 2008
"3078" "Simrishamn" 2 19356 2008
"3079" "Sjöbo" 1 18093 2008
"3080" "Skara" 1 18518 2008
"3081" "Skellefteå" 1 71862 2008
"3082" "Skinnskatteberg" 0 4622 2008
"3083" "Skurup" 0 14784 2008
"3084" "Skövde" 0 50610 2008
"3085" "Smedjebacken" 0 10734 2008
"3086" "Sollefteå" 0 20538 2008
"3087" "Sollentuna" 1 62097 2008
"3088" "Solna" 1 65289 2008
"3089" "Sorsele" 0 2733 2008
"3090" "Sotenäs" 0 9170 2008
"3091" "Staffanstorp" 0 21667 2008
"3092" "Stenungsund" 0 23657 2008
"3093" "Stockholm" 11 810120 2008
"3094" "Storfors" 0 4383 2008
"3095" "Storuman" 0 6304 2008
"3096" "Strängnäs" 0 31715 2008
"3097" "Strömstad" 0 11607 2008
"3098" "Strömsund" 1 12532 2008
"3099" "Sundbyberg" 1 36079 2008
"3100" "Sundsvall" 1 94955 2008
"3101" "Sunne" 0 13473 2008
"3102" "Surahammar" 0 10062 2008
"3103" "Svalöv" 0 13184 2008
"3104" "Svedala" 0 19390 2008
"3105" "Svenljunga" 0 10313 2008
"3106" "Säffle" 0 15784 2008
"3107" "Säter" 1 10957 2008
"3108" "Sävsjö" 0 10883 2008
"3109" "Söderhamn" 0 25987 2008
"3110" "Söderköping" 0 13959 2008
"3111" "Södertälje" 4 84753 2008
"3112" "Sölvesborg" 0 16840 2008
"3113" "Tanum" 0 12271 2008
"3114" "Tibro" 0 10662 2008
"3115" "Tidaholm" 0 12693 2008
"3116" "Tierp" 0 20153 2008
"3117" "Timrå" 0 17980 2008
"3118" "Tingsryd" 0 12502 2008
"3119" "Tjörn" 0 14963 2008
"3120" "Tomelilla" 0 12816 2008
"3121" "Torsby" 0 12707 2008
"3122" "Torsås" 0 7076 2008
"3123" "Tranemo" 0 11721 2008
"3124" "Tranås" 0 18066 2008
"3125" "Trelleborg" 0 41558 2008
"3126" "Trollhättan" 3 54487 2008
"3127" "Trosa" 0 11362 2008
"3128" "Tyresö" 0 42332 2008
"3129" "Täby" 0 62266 2008
"3130" "Töreboda" 0 9256 2008
"3131" "Uddevalla" 0 51186 2008
"3132" "Ulricehamn" 0 22706 2008
"3133" "Umeå" 4 112728 2008
"3134" "Upplands-Bro" 0 22682 2008
"3135" "Upplands Väsby" 2 38248 2008
"3136" "Uppsala" 8 190668 2008
"3137" "Uppvidinge" 0 9347 2008
"3138" "Vadstena" 0 7475 2008
"3139" "Vaggeryd" 0 12981 2008
"3140" "Valdemarsvik" 0 7852 2008
"3141" "Vallentuna" 0 28954 2008
"3142" "Vansbro" 0 6916 2008
"3143" "Vara" 0 15868 2008
"3144" "Varberg" 1 56673 2008
"3145" "Vaxholm" 0 10747 2008
"3146" "Vellinge" 0 32843 2008
"3147" "Vetlanda" 0 26343 2008
"3148" "Vilhelmina" 0 7220 2008
"3149" "Vimmerby" 1 15551 2008
"3150" "Vindeln" 0 5613 2008
"3151" "Vingåker" 1 9000 2008
"3152" "Vårgårda" 0 10976 2008
"3153" "Vänersborg" 0 36991 2008
"3154" "Vännäs" 0 8357 2008
"3155" "Värmdö" 0 37376 2008
"3156" "Värnamo" 0 32823 2008
"3157" "Västervik" 0 36356 2008
"3158" "Västerås" 6 134684 2008
"3159" "Växjö" 6 81074 2008
"3160" "Ydre" 0 3726 2008
"3161" "Ystad" 1 27870 2008
"3162" "Åmål" 0 12545 2008
"3163" "Ånge" 0 10323 2008
"3164" "Åre" 0 10259 2008
"3165" "Årjäng" 1 9952 2008
"3166" "Åsele" 0 3180 2008
"3167" "Åstorp" 0 14533 2008
"3168" "Åtvidaberg" 0 11543 2008
"3169" "Älmhult" 0 15411 2008
"3170" "Älvdalen" 0 7287 2008
"3171" "Älvkarleby" 0 9064 2008
"3172" "Älvsbyn" 0 8465 2008
"3173" "Ängelholm" 1 38854 2008
"3174" "Öckerö" 2 12250 2008
"3175" "Ödeshög" 0 5350 2008
"3176" "Örebro" 4 132277 2008
"3177" "Örkelljunga" 0 9592 2008
"3178" "Örnsköldsvik" 0 55387 2008
"3179" "Östersund" 0 58914 2008
"3180" "Österåker" 1 38720 2008
"3181" "Östhammar" 0 21434 2008
"3182" "Östra Göinge" 0 13662 2008
"3183" "Överkalix" 0 3715 2008
"3184" "Övertorneå" 0 4972 2008
"3185" "Ale" 1 27394 2009
"3186" "Alingsås" 0 37515 2009
"3187" "Alvesta" 0 18757 2009
"3188" "Aneby" 0 6446 2009
"3189" "Arboga" 1 13302 2009
"3190" "Arjeplog" 0 3143 2009
"3191" "Arvidsjaur" 0 6622 2009
"3192" "Arvika" 1 26100 2009
"3193" "Askersund" 0 11307 2009
"3194" "Avesta" 0 21762 2009
"3195" "Bengtsfors" 0 9841 2009
"3196" "Berg" 0 7447 2009
"3197" "Bjurholm" 0 2500 2009
"3198" "Bjuv" 3 14813 2009
"3199" "Boden" 0 27408 2009
"3200" "Bollebygd" 0 8253 2009
"3201" "Bollnäs" 0 26175 2009
"3202" "Borgholm" 0 10806 2009
"3203" "Borlänge" 1 48681 2009
"3204" "Borås" 2 102458 2009
"3205" "Botkyrka" 0 81195 2009
"3206" "Boxholm" 0 5248 2009
"3207" "Bromölla" 0 12285 2009
"3208" "Bräcke" 0 6865 2009
"3209" "Burlöv" 1 16509 2009
"3210" "Båstad" 0 14269 2009
"3211" "Dals-Ed" 0 4729 2009
"3212" "Danderyd" 0 31150 2009
"3213" "Degerfors" 0 9709 2009
"3214" "Dorotea" 0 2900 2009
"3215" "Eda" 0 8577 2009
"3216" "Ekerö" 0 25095 2009
"3217" "Eksjö" 0 16353 2009
"3218" "Emmaboda" 0 9223 2009
"3219" "Enköping" 4 39360 2009
"3220" "Eskilstuna" 7 95577 2009
"3221" "Eslöv" 2 31269 2009
"3222" "Essunga" 0 5601 2009
"3223" "Fagersta" 1 12249 2009
"3224" "Falkenberg" 2 40739 2009
"3225" "Falköping" 0 31419 2009
"3226" "Falun" 0 55685 2009
"3227" "Filipstad" 0 10626 2009
"3228" "Finspång" 0 20733 2009
"3229" "Flen" 3 16139 2009
"3230" "Forshaga" 0 11401 2009
"3231" "Färgelanda" 0 6691 2009
"3232" "Gagnef" 0 10071 2009
"3233" "Gislaved" 0 29212 2009
"3234" "Gnesta" 0 10318 2009
"3235" "Gnosjö" 0 9536 2009
"3236" "Gotland" 4 57221 2009
"3237" "Grums" 0 9142 2009
"3238" "Grästorp" 0 5857 2009
"3239" "Gullspång" 0 5335 2009
"3240" "Gällivare" 1 18533 2009
"3241" "Gävle" 4 94352 2009
"3242" "Göteborg" 22 507330 2009
"3243" "Götene" 0 13186 2009
"3244" "Habo" 0 10674 2009
"3245" "Hagfors" 0 12636 2009
"3246" "Hallsberg" 0 15235 2009
"3247" "Hallstahammar" 0 15127 2009
"3248" "Halmstad" 2 91087 2009
"3249" "Hammarö" 0 14833 2009
"3250" "Haninge" 0 76237 2009
"3251" "Haparanda" 0 10112 2009
"3252" "Heby" 0 13355 2009
"3253" "Hedemora" 0 15195 2009
"3254" "Helsingborg" 19 128359 2009
"3255" "Herrljunga" 0 9348 2009
"3256" "Hjo" 0 8859 2009
"3257" "Hofors" 0 9873 2009
"3258" "Huddinge" 1 95798 2009
"3259" "Hudiksvall" 0 36848 2009
"3260" "Hultsfred" 0 13855 2009
"3261" "Hylte" 0 10277 2009
"3262" "Håbo" 1 19452 2009
"3263" "Hällefors" 0 7333 2009
"3264" "Härjedalen" 0 10585 2009
"3265" "Härnösand" 0 24675 2009
"3266" "Härryda" 0 34007 2009
"3267" "Hässleholm" 2 50036 2009
"3268" "Höganäs" 0 24480 2009
"3269" "Högsby" 0 5873 2009
"3270" "Hörby" 0 14762 2009
"3271" "Höör" 0 15261 2009
"3272" "Jokkmokk" 0 5210 2009
"3273" "Järfälla" 2 65295 2009
"3274" "Jönköping" 1 126331 2009
"3275" "Kalix" 0 16926 2009
"3276" "Kalmar" 1 62388 2009
"3277" "Karlsborg" 0 6784 2009
"3278" "Karlshamn" 0 30918 2009
"3279" "Karlskoga" 1 29742 2009
"3280" "Karlskrona" 2 63342 2009
"3281" "Karlstad" 1 84736 2009
"3282" "Katrineholm" 0 32303 2009
"3283" "Kil" 0 11717 2009
"3284" "Kinda" 1 9811 2009
"3285" "Kiruna" 0 22969 2009
"3286" "Klippan" 3 16382 2009
"3287" "Knivsta" 0 14477 2009
"3288" "Kramfors" 0 19214 2009
"3289" "Kristianstad" 0 78788 2009
"3290" "Kristinehamn" 0 23963 2009
"3291" "Krokom" 1 14460 2009
"3292" "Kumla" 2 20214 2009
"3293" "Kungsbacka" 0 73938 2009
"3294" "Kungsör" 0 8116 2009
"3295" "Kungälv" 4 40727 2009
"3296" "Kävlinge" 0 28638 2009
"3297" "Köping" 1 24847 2009
"3298" "Laholm" 0 23345 2009
"3299" "Landskrona" 1 41226 2009
"3300" "Laxå" 0 5786 2009
"3301" "Lekeberg" 0 7123 2009
"3302" "Leksand" 0 15303 2009
"3303" "Lerum" 0 38301 2009
"3304" "Lessebo" 0 8165 2009
"3305" "Lidingö" 0 43445 2009
"3306" "Lidköping" 0 37989 2009
"3307" "Lilla Edet" 0 12773 2009
"3308" "Lindesberg" 1 23029 2009
"3309" "Linköping" 4 144690 2009
"3310" "Ljungby" 0 27410 2009
"3311" "Ljusdal" 0 19077 2009
"3312" "Ljusnarsberg" 0 5055 2009
"3313" "Lomma" 0 21065 2009
"3314" "Ludvika" 0 25650 2009
"3315" "Luleå" 1 73950 2009
"3316" "Lund" 1 109147 2009
"3317" "Lycksele" 0 12427 2009
"3318" "Lysekil" 0 14535 2009
"3319" "Malmö" 24 293909 2009
"3320" "Malung-Sälen" 0 10408 2009
"3321" "Malå" 0 3295 2009
"3322" "Mariestad" 0 23799 2009
"3323" "Mark" 0 33821 2009
"3324" "Markaryd" 0 9559 2009
"3325" "Mellerud" 0 9261 2009
"3326" "Mjölby" 0 25770 2009
"3327" "Mora" 0 20146 2009
"3328" "Motala" 0 41843 2009
"3329" "Mullsjö" 0 7027 2009
"3330" "Munkedal" 0 10246 2009
"3331" "Munkfors" 0 3793 2009
"3332" "Mölndal" 0 60381 2009
"3333" "Mönsterås" 0 12980 2009
"3334" "Mörbylånga" 0 13834 2009
"3335" "Nacka" 0 88085 2009
"3336" "Nora" 2 10343 2009
"3337" "Norberg" 0 5730 2009
"3338" "Nordanstig" 0 9646 2009
"3339" "Nordmaling" 0 7205 2009
"3340" "Norrköping" 3 129254 2009
"3341" "Norrtälje" 3 55927 2009
"3342" "Norsjö" 0 4361 2009
"3343" "Nybro" 0 19576 2009
"3344" "Nykvarn" 0 9227 2009
"3345" "Nyköping" 1 51209 2009
"3346" "Nynäshamn" 1 25781 2009
"3347" "Nässjö" 0 29489 2009
"3348" "Ockelbo" 0 5982 2009
"3349" "Olofström" 1 13102 2009
"3350" "Orsa" 0 6934 2009
"3351" "Orust" 0 15308 2009
"3352" "Osby" 0 12656 2009
"3353" "Oskarshamn" 1 26232 2009
"3354" "Ovanåker" 0 11530 2009
"3355" "Oxelösund" 0 11126 2009
"3356" "Pajala" 0 6309 2009
"3357" "Partille" 1 34382 2009
"3358" "Perstorp" 0 6983 2009
"3359" "Piteå" 0 40860 2009
"3360" "Ragunda" 0 5609 2009
"3361" "Robertsfors" 0 6880 2009
"3362" "Ronneby" 2 28416 2009
"3363" "Rättvik" 0 10797 2009
"3364" "Sala" 0 21499 2009
"3365" "Salem" 0 15313 2009
"3366" "Sandviken" 1 36978 2009
"3367" "Sigtuna" 2 39219 2009
"3368" "Simrishamn" 0 19328 2009
"3369" "Sjöbo" 0 18153 2009
"3370" "Skara" 0 18455 2009
"3371" "Skellefteå" 0 71770 2009
"3372" "Skinnskatteberg" 0 4567 2009
"3373" "Skurup" 0 14867 2009
"3374" "Skövde" 0 50984 2009
"3375" "Smedjebacken" 0 10758 2009
"3376" "Sollefteå" 0 20442 2009
"3377" "Sollentuna" 1 63347 2009
"3378" "Solna" 1 66909 2009
"3379" "Sorsele" 0 2743 2009
"3380" "Sotenäs" 0 9112 2009
"3381" "Staffanstorp" 1 21949 2009
"3382" "Stenungsund" 0 23983 2009
"3383" "Stockholm" 8 829417 2009
"3384" "Storfors" 0 4363 2009
"3385" "Storuman" 0 6227 2009
"3386" "Strängnäs" 3 32024 2009
"3387" "Strömstad" 1 11690 2009
"3388" "Strömsund" 0 12286 2009
"3389" "Sundbyberg" 0 37722 2009
"3390" "Sundsvall" 2 95533 2009
"3391" "Sunne" 0 13345 2009
"3392" "Surahammar" 0 9980 2009
"3393" "Svalöv" 0 13290 2009
"3394" "Svedala" 3 19625 2009
"3395" "Svenljunga" 0 10291 2009
"3396" "Säffle" 0 15602 2009
"3397" "Säter" 0 10900 2009
"3398" "Sävsjö" 0 10871 2009
"3399" "Söderhamn" 2 25759 2009
"3400" "Söderköping" 0 14042 2009
"3401" "Södertälje" 1 85270 2009
"3402" "Sölvesborg" 0 16813 2009
"3403" "Tanum" 0 12253 2009
"3404" "Tibro" 0 10611 2009
"3405" "Tidaholm" 0 12632 2009
"3406" "Tierp" 0 20044 2009
"3407" "Timrå" 0 17902 2009
"3408" "Tingsryd" 0 12358 2009
"3409" "Tjörn" 0 14961 2009
"3410" "Tomelilla" 0 12936 2009
"3411" "Torsby" 0 12508 2009
"3412" "Torsås" 0 7044 2009
"3413" "Tranemo" 0 11622 2009
"3414" "Tranås" 0 18043 2009
"3415" "Trelleborg" 2 41891 2009
"3416" "Trollhättan" 7 54873 2009
"3417" "Trosa" 0 11446 2009
"3418" "Tyresö" 0 42602 2009
"3419" "Täby" 0 63014 2009
"3420" "Töreboda" 0 9255 2009
"3421" "Uddevalla" 0 51518 2009
"3422" "Ulricehamn" 1 22753 2009
"3423" "Umeå" 4 114075 2009
"3424" "Upplands-Bro" 0 23202 2009
"3425" "Upplands Väsby" 0 38641 2009
"3426" "Uppsala" 10 194751 2009
"3427" "Uppvidinge" 0 9320 2009
"3428" "Vadstena" 0 7420 2009
"3429" "Vaggeryd" 0 12959 2009
"3430" "Valdemarsvik" 0 7811 2009
"3431" "Vallentuna" 0 29361 2009
"3432" "Vansbro" 0 6876 2009
"3433" "Vara" 0 15771 2009
"3434" "Varberg" 1 57439 2009
"3435" "Vaxholm" 0 11001 2009
"3436" "Vellinge" 0 33162 2009
"3437" "Vetlanda" 1 26350 2009
"3438" "Vilhelmina" 0 7156 2009
"3439" "Vimmerby" 0 15538 2009
"3440" "Vindeln" 0 5519 2009
"3441" "Vingåker" 0 8911 2009
"3442" "Vårgårda" 0 10967 2009
"3443" "Vänersborg" 5 36871 2009
"3444" "Vännäs" 0 8357 2009
"3445" "Värmdö" 0 37756 2009
"3446" "Värnamo" 0 32753 2009
"3447" "Västervik" 0 36290 2009
"3448" "Västerås" 5 135936 2009
"3449" "Växjö" 3 82023 2009
"3450" "Ydre" 0 3672 2009
"3451" "Ystad" 1 28109 2009
"3452" "Åmål" 1 12434 2009
"3453" "Ånge" 0 10148 2009
"3454" "Åre" 0 10278 2009
"3455" "Årjäng" 0 9915 2009
"3456" "Åsele" 1 3133 2009
"3457" "Åstorp" 0 14667 2009
"3458" "Åtvidaberg" 0 11498 2009
"3459" "Älmhult" 2 15570 2009
"3460" "Älvdalen" 0 7288 2009
"3461" "Älvkarleby" 0 9068 2009
"3462" "Älvsbyn" 1 8387 2009
"3463" "Ängelholm" 0 39083 2009
"3464" "Öckerö" 0 12292 2009
"3465" "Ödeshög" 0 5314 2009
"3466" "Örebro" 2 134006 2009
"3467" "Örkelljunga" 0 9639 2009
"3468" "Örnsköldsvik" 0 55128 2009
"3469" "Östersund" 0 59136 2009
"3470" "Österåker" 0 39173 2009
"3471" "Östhammar" 0 21391 2009
"3472" "Östra Göinge" 0 13526 2009
"3473" "Överkalix" 0 3670 2009
"3474" "Övertorneå" 0 4920 2009
"3475" "Ale" 0 27442 2010
"3476" "Alingsås" 1 37796 2010
"3477" "Alvesta" 1 18802 2010
"3478" "Aneby" 0 6393 2010
"3479" "Arboga" 0 13285 2010
"3480" "Arjeplog" 0 3161 2010
"3481" "Arvidsjaur" 0 6529 2010
"3482" "Arvika" 1 26034 2010
"3483" "Askersund" 0 11278 2010
"3484" "Avesta" 0 21583 2010
"3485" "Bengtsfors" 0 9791 2010
"3486" "Berg" 0 7352 2010
"3487" "Bjurholm" 0 2460 2010
"3488" "Bjuv" 0 14841 2010
"3489" "Boden" 5 27471 2010
"3490" "Bollebygd" 0 8375 2010
"3491" "Bollnäs" 0 26248 2010
"3492" "Borgholm" 0 10676 2010
"3493" "Borlänge" 1 49251 2010
"3494" "Borås" 4 103294 2010
"3495" "Botkyrka" 0 82608 2010
"3496" "Boxholm" 0 5221 2010
"3497" "Bromölla" 0 12272 2010
"3498" "Bräcke" 0 6885 2010
"3499" "Burlöv" 0 16701 2010
"3500" "Båstad" 0 14278 2010
"3501" "Dals-Ed" 0 4692 2010
"3502" "Danderyd" 0 31330 2010
"3503" "Degerfors" 1 9641 2010
"3504" "Dorotea" 0 2878 2010
"3505" "Eda" 1 8524 2010
"3506" "Ekerö" 0 25410 2010
"3507" "Eksjö" 0 16244 2010
"3508" "Emmaboda" 0 9187 2010
"3509" "Enköping" 0 39759 2010
"3510" "Eskilstuna" 2 96311 2010
"3511" "Eslöv" 0 31587 2010
"3512" "Essunga" 0 5564 2010
"3513" "Fagersta" 0 12443 2010
"3514" "Falkenberg" 1 41008 2010
"3515" "Falköping" 0 31513 2010
"3516" "Falun" 2 56044 2010
"3517" "Filipstad" 0 10562 2010
"3518" "Finspång" 1 20747 2010
"3519" "Flen" 1 16028 2010
"3520" "Forshaga" 0 11266 2010
"3521" "Färgelanda" 0 6654 2010
"3522" "Gagnef" 0 10097 2010
"3523" "Gislaved" 1 29111 2010
"3524" "Gnesta" 3 10360 2010
"3525" "Gnosjö" 1 9546 2010
"3526" "Gotland" 0 57269 2010
"3527" "Grums" 0 9091 2010
"3528" "Grästorp" 0 5776 2010
"3529" "Gullspång" 0 5291 2010
"3530" "Gällivare" 0 18425 2010
"3531" "Gävle" 1 95055 2010
"3532" "Göteborg" 22 513751 2010
"3533" "Götene" 0 13223 2010
